ko,source,metabolism,path,description
K01848,acid,B  09105 Amino acid metabolism,"C    00280 Valine, leucine and isoleucine degradation [PATH:ko00280]","D      K01848  E5.4.99.2A, mcmA1; methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]"
K05605,acid,B  09105 Amino acid metabolism,"C    00280 Valine, leucine and isoleucine degradation [PATH:ko00280]",D      K05605  HIBCH; 3-hydroxyisobutyryl-CoA hydrolase [EC:3.1.2.4]
K00020,acid,B  09105 Amino acid metabolism,"C    00280 Valine, leucine and isoleucine degradation [PATH:ko00280]","D      K00020  HIBADH, mmsB; 3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]"
K23146,acid,B  09105 Amino acid metabolism,"C    00280 Valine, leucine and isoleucine degradation [PATH:ko00280]",D      K23146  HPD1; 3-hydroxyisobutyrate/3-hydroxypropionate dehydrogenase [EC:1.1.1.31 1.1.1.59]
K00140,acid,B  09105 Amino acid metabolism,"C    00280 Valine, leucine and isoleucine degradation [PATH:ko00280]","D      K00140  mmsA, iolA, ALDH6A1; malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]"
K00128,acid,B  09105 Amino acid metabolism,"C    00280 Valine, leucine and isoleucine degradation [PATH:ko00280]",D      K00128  ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]
K14085,acid,B  09105 Amino acid metabolism,"C    00280 Valine, leucine and isoleucine degradation [PATH:ko00280]",D      K14085  ALDH7A1; aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]
K00149,acid,B  09105 Amino acid metabolism,"C    00280 Valine, leucine and isoleucine degradation [PATH:ko00280]",D      K00149  ALDH9A1; aldehyde dehydrogenase family 9 member A1 [EC:1.2.1.47 1.2.1.3]
K00157,acid,B  09105 Amino acid metabolism,"C    00280 Valine, leucine and isoleucine degradation [PATH:ko00280]",D      K00157  AOX; aldehyde oxidase [EC:1.2.3.1]
K18660,acid,B  09105 Amino acid metabolism,"C    00280 Valine, leucine and isoleucine degradation [PATH:ko00280]",D      K18660  ACSF3; malonyl-CoA/methylmalonyl-CoA synthetase [EC:6.2.1.-]
K18661,acid,B  09105 Amino acid metabolism,"C    00280 Valine, leucine and isoleucine degradation [PATH:ko00280]",D      K18661  matB; malonyl-CoA/methylmalonyl-CoA synthetase [EC:6.2.1.-]
K18662,acid,B  09105 Amino acid metabolism,"C    00280 Valine, leucine and isoleucine degradation [PATH:ko00280]",D      K18662  matB; malonyl-CoA/methylmalonyl-CoA synthetase [EC:6.2.1.-]
K00822,acid,B  09105 Amino acid metabolism,"C    00280 Valine, leucine and isoleucine degradation [PATH:ko00280]",D      K00822  E2.6.1.18; beta-alanine--pyruvate transaminase [EC:2.6.1.18]
K07250,acid,B  09105 Amino acid metabolism,"C    00280 Valine, leucine and isoleucine degradation [PATH:ko00280]",D      K07250  gabT; 4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase / 5-aminovalerate transaminase [EC:2.6.1.19 2.6.1.22 2.6.1.48]
K13524,acid,B  09105 Amino acid metabolism,"C    00280 Valine, leucine and isoleucine degradation [PATH:ko00280]",D      K13524  ABAT; 4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase [EC:2.6.1.19 2.6.1.22]
K00827,acid,B  09105 Amino acid metabolism,"C    00280 Valine, leucine and isoleucine degradation [PATH:ko00280]",D      K00827  AGXT2; alanine-glyoxylate transaminase / (R)-3-amino-2-methylpropionate-pyruvate transaminase [EC:2.6.1.44 2.6.1.40]
K01968,acid,B  09105 Amino acid metabolism,"C    00280 Valine, leucine and isoleucine degradation [PATH:ko00280]",D      K01968  E6.4.1.4A; 3-methylcrotonyl-CoA carboxylase alpha subunit [EC:6.4.1.4]
K01969,acid,B  09105 Amino acid metabolism,"C    00280 Valine, leucine and isoleucine degradation [PATH:ko00280]",D      K01969  E6.4.1.4B; 3-methylcrotonyl-CoA carboxylase beta subunit [EC:6.4.1.4]
K05607,acid,B  09105 Amino acid metabolism,"C    00280 Valine, leucine and isoleucine degradation [PATH:ko00280]",D      K05607  AUH; methylglutaconyl-CoA hydratase [EC:4.2.1.18]
K13766,acid,B  09105 Amino acid metabolism,"C    00280 Valine, leucine and isoleucine degradation [PATH:ko00280]",D      K13766  liuC; methylglutaconyl-CoA hydratase [EC:4.2.1.18]
K01640,acid,B  09105 Amino acid metabolism,"C    00280 Valine, leucine and isoleucine degradation [PATH:ko00280]","D      K01640  E4.1.3.4, HMGCL, hmgL; hydroxymethylglutaryl-CoA lyase [EC:4.1.3.4]"
K01027,acid,B  09105 Amino acid metabolism,"C    00280 Valine, leucine and isoleucine degradation [PATH:ko00280]",D      K01027  OXCT; 3-oxoacid CoA-transferase [EC:2.8.3.5]
K01028,acid,B  09105 Amino acid metabolism,"C    00280 Valine, leucine and isoleucine degradation [PATH:ko00280]","D      K01028  E2.8.3.5A, scoA; 3-oxoacid CoA-transferase subunit A [EC:2.8.3.5]"
K01029,acid,B  09105 Amino acid metabolism,"C    00280 Valine, leucine and isoleucine degradation [PATH:ko00280]","D      K01029  E2.8.3.5B, scoB; 3-oxoacid CoA-transferase subunit B [EC:2.8.3.5]"
K01907,acid,B  09105 Amino acid metabolism,"C    00280 Valine, leucine and isoleucine degradation [PATH:ko00280]","D      K01907  AACS, acsA; acetoacetyl-CoA synthetase [EC:6.2.1.16]"
K00626,acid,B  09105 Amino acid metabolism,"C    00280 Valine, leucine and isoleucine degradation [PATH:ko00280]","D      K00626  ACAT, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]"
K01641,acid,B  09105 Amino acid metabolism,"C    00280 Valine, leucine and isoleucine degradation [PATH:ko00280]",D      K01641  E2.3.3.10; hydroxymethylglutaryl-CoA synthase [EC:2.3.3.10]
K00290,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],"D      K00290  LYS1; saccharopine dehydrogenase (NAD+, L-lysine forming) [EC:1.5.1.7]"
K14157,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],D      K14157  AASS; alpha-aminoadipic semialdehyde synthase [EC:1.5.1.8 1.5.1.9]
K00293,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],"D      K00293  LYS9; saccharopine dehydrogenase (NADP+, L-glutamate forming) [EC:1.5.1.10]"
K24034,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],"D      K24034  SPE3-LYS9; spermidine synthase / saccharopine dehydrogenase (NADP+, L-glutamate-forming) [EC:2.5.1.16 1.5.1.10]"
K14085,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],D      K14085  ALDH7A1; aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]
K00825,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],"D      K00825  AADAT, KAT2; kynurenine/2-aminoadipate aminotransferase [EC:2.6.1.7 2.6.1.39]"
K15791,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],D      K15791  DHKTD1; probable 2-oxoglutarate dehydrogenase E1 component DHKTD1 [EC:1.2.4.2]
K00658,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],"D      K00658  DLST, sucB; 2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61]"
K00382,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],"D      K00382  DLD, lpd, pdhD; dihydrolipoamide dehydrogenase [EC:1.8.1.4]"
K00252,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],"D      K00252  GCDH, gcdH; glutaryl-CoA dehydrogenase [EC:1.3.8.6]"
K01692,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],"D      K01692  paaF, echA; enoyl-CoA hydratase [EC:4.2.1.17]"
K01825,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],D      K01825  fadB; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase [EC:1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8]
K01782,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],D      K01782  fadJ; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase [EC:1.1.1.35 4.2.1.17 5.1.2.3]
K07515,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],D      K07515  HADHA; enoyl-CoA hydratase / long-chain 3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.211]
K07514,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],"D      K07514  EHHADH; enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase / 3,2-trans-enoyl-CoA isomerase [EC:4.2.1.17 1.1.1.35 5.3.3.8]"
K07511,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],D      K07511  ECHS1; enoyl-CoA hydratase [EC:4.2.1.17]
K00022,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],D      K00022  HADH; 3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35]
K00626,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],"D      K00626  ACAT, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]"
K18201,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],D      K18201  AGPHD1; hydroxylysine kinase [EC:2.7.1.81]
K18202,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],D      K18202  AGXT2L2; 5-phosphonooxy-L-lysine phospho-lyase [EC:4.2.3.134]
K00468,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],D      K00468  davB; lysine 2-monooxygenase [EC:1.13.12.2]
K01506,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],D      K01506  davA; 5-aminopentanamidase [EC:3.5.1.30]
K01582,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],"D      K01582  E4.1.1.18, ldcC, cadA; lysine decarboxylase [EC:4.1.1.18]"
K23385,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],D      K23385  dokD; D-ornithine/D-lysine decarboxylase [EC:4.1.1.116]
K09251,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],D      K09251  patA; putrescine aminotransferase [EC:2.6.1.82]
K00137,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],D      K00137  prr; aminobutyraldehyde dehydrogenase [EC:1.2.1.19]
K14268,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],"D      K14268  davT, gabT; 5-aminovalerate/4-aminobutyrate aminotransferase [EC:2.6.1.48 2.6.1.19]"
K07250,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],D      K07250  gabT; 4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase / 5-aminovalerate transaminase [EC:2.6.1.19 2.6.1.22 2.6.1.48]
K00135,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],D      K00135  gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]
K15737,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],D      K15737  csiD; glutarate dioxygenase [EC:1.14.11.64]
K15736,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],D      K15736  lhgO; (S)-2-hydroxyglutarate dehydrogenase [EC:1.1.5.13]
K01843,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],"D      K01843  kamA; lysine 2,3-aminomutase [EC:5.4.3.2]"
K01844,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],"D      K01844  kamD; beta-lysine 5,6-aminomutase alpha subunit [EC:5.4.3.3]"
K18011,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],"D      K18011  kamE; beta-lysine 5,6-aminomutase beta subunit [EC:5.4.3.3]"
K18012,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],"D      K18012  kdd; L-erythro-3,5-diaminohexanoate dehydrogenase [EC:1.4.1.11]"
K18013,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],D      K18013  kce; 3-keto-5-aminohexanoate cleavage enzyme [EC:2.3.1.247]
K18014,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],D      K18014  kal; 3-aminobutyryl-CoA ammonia-lyase [EC:4.3.1.14]
K01034,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],D      K01034  atoD; acetate CoA/acetoacetate CoA-transferase alpha subunit [EC:2.8.3.8 2.8.3.9]
K01035,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],D      K01035  atoA; acetate CoA/acetoacetate CoA-transferase beta subunit [EC:2.8.3.8 2.8.3.9]
K21672,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],"D      K21672  ord; 2,4-diaminopentanoate dehydrogenase [EC:1.4.1.12 1.4.1.26]"
K00824,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],D      K00824  dat; D-alanine transaminase [EC:2.6.1.21]
K13609,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],"D      K13609  dpkA, lhpD; delta1-piperideine-2-carboxylate reductase [EC:1.5.1.21]"
K19743,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],D      K19743  lhpI; 1-piperideine-2-carboxylate/1-pyrroline-2-carboxylate reductase [NAD(P)H] [EC:1.5.1.1]
K00306,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],D      K00306  PIPOX; sarcosine oxidase / L-pipecolate oxidase [EC:1.5.3.1 1.5.3.7]
K18854,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],D      K18854  LYC1; lysine N-acetyltransferase [EC:2.3.1.32]
K18804,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],D      K18804  CTM1; [cytochrome c]-lysine N-methyltransferase [EC:2.1.1.59]
K18826,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],D      K18826  CAMKMT; calmodulin-lysine N-methyltransferase [EC:2.1.1.60]
K09186,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],D      K09186  MLL1; [histone H3]-lysine4 N-trimethyltransferase MLL1 [EC:2.1.1.354]
K09187,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],"D      K09187  MLL2, ALR; [histone H3]-lysine4 N-trimethyltransferase MLL2 [EC:2.1.1.354]"
K09188,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],D      K09188  MLL3; [histone H3]-lysine4 N-trimethyltransferase MLL3 [EC:2.1.1.354]
K14959,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],D      K14959  MLL4; [histone H3]-lysine4 N-trimethyltransferase MLL4 [EC:2.1.1.354]
K09189,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],D      K09189  MLL5; [histone H3]-lysine4 N-trimethyltransferase MLL5 [EC:2.1.1.354]
K11422,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],"D      K11422  SETD1, SET1; [histone H3]-lysine4 N-trimethyltransferase SETD1 [EC:2.1.1.354]"
K11431,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],D      K11431  SETD7; [histone H3]-lysine4 N-methyltransferase [EC:2.1.1.364]
K20796,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],D      K20796  PRDM7_9; [histone H3]-lysine4 N-trimethyltransferase PRDM7/9 [EC:2.1.1.354]
K06101,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],D      K06101  ASH1L; [histone H3]-lysine4 N-trimethyltransferase ASH1L [EC:2.1.1.354]
K11426,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],D      K11426  SMYD; [histone H3]-lysine4/36 N-trimethyltransferase SMYD [EC:2.1.1.354 2.1.1.357]
K22748,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],"D      K22748  ATXR3, SDG2; [histone H3]-lysine4 N-trimethyltransferase ATXR3 [EC:2.1.1.354]"
K11419,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],"D      K11419  SUV39H, CLR4; [histone H3]-lysine9 N-trimethyltransferase SUV39H [EC:2.1.1.355]"
K11420,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],D      K11420  EHMT; [histone H3]-lysine9 N-trimethyltransferase EHMT [EC:2.1.1.355]
K11421,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],"D      K11421  SETDB1; [histone H3]-N6,N6-dimethyl-lysine9 N-methyltransferase [EC:2.1.1.366]"
K18494,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],D      K18494  SETDB2; [histone H3]-lysine9 N-trimethyltransferase SETDB2 [EC:2.1.1.355]
K11432,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],"D      K11432  PRDM2, RIZ; [histone H3]-lysine9 N-trimethyltransferase PRDM2 [EC:2.1.1.355]"
K17451,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],D      K17451  EZH1; [histone H3]-lysine27 N-trimethyltransferase EZH1 [EC:2.1.1.356]
K11430,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],D      K11430  EZH2; [histone H3]-lysine27 N-trimethyltransferase EZH2 [EC:2.1.1.356]
K11433,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],D      K11433  SETMAR; [histone H3]-lysine36 N-dimethyltransferase SETMAR [EC:2.1.1.357]
K15588,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],D      K15588  NSD1; [histone H3]-lysine36 N-dimethyltransferase NSD1 [EC:2.1.1.357]
K11424,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],"D      K11424  WHSC1, MMSET, NSD2; [histone H3]-lysine36 N-dimethyltransferase NSD2 [EC:2.1.1.357]"
K11425,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],"D      K11425  WHSC1L1, NSD3; [histone H3]-lysine4 N-dimethyltransferase / [histone H3]-lysine27 N-dimethyltransferase [EC:2.1.1.370 2.1.1.371]"
K11423,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],D      K11423  SETD2; [histone H3]-lysine36 N-trimethyltransferase [EC:2.1.1.359]
K23700,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],D      K23700  SET2; [histone H3]-lysine36 N-trimethyltransferase [EC:2.1.1.359]
K11427,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],"D      K11427  DOT1L, DOT1; [histone H3]-lysine79 N-trimethyltransferase [EC:2.1.1.360]"
K11428,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],D      K11428  SETD8; [histone H4]-lysine20 N-methyltransferase SETD8 [EC:2.1.1.361]
K20795,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],D      K20795  PRDM6; [histone H4]-lysine20 N-methyltransferase PRDM6 [EC:2.1.1.361]
K11429,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],D      K11429  SUV420H; [histone H4]-N-methyl-L-lysine20 N-methyltransferase [EC:2.1.1.362]
K04462,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],"D      K04462  MECOM, EVI1, PRDM3; [histone H3]-lysine9 N-methyltransferase (ecotropic virus integration site 1 protein) [EC:2.1.1.367]"
K22410,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],D      K22410  PRDM16; [histone H3]-lysine9 N-methyltransferase [EC:2.1.1.367]
K24405,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],D      K24405  SUVH1; [histone H3]-lysine9 N-dimethyltransferase [EC:2.1.1.368]
K24406,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],D      K24406  ATXR5_6; [histone H3]-lysine27 N-methyltransferase [EC:2.1.1.369]
K24407,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],D      K24407  SET9; [histone H4]-lysine20 N-trimethyltransferase [EC:2.1.1.372]
K00474,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],D      K00474  TMLHE; trimethyllysine dioxygenase [EC:1.14.11.8]
K00128,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],D      K00128  ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]
K00149,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],D      K00149  ALDH9A1; aldehyde dehydrogenase family 9 member A1 [EC:1.2.1.47 1.2.1.3]
K00471,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],D      K00471  BBOX1; gamma-butyrobetaine dioxygenase [EC:1.14.11.1]
K00473,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],"D      K00473  PLOD1; procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 [EC:1.14.11.4]"
K13645,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],"D      K13645  PLOD2; procollagen-lysine,2-oxoglutarate 5-dioxygenase 2 [EC:1.14.11.4]"
K13646,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],D      K13646  PLOD3; lysyl hydroxylase/galactosyltransferase/glucosyltransferase [EC:1.14.11.4 2.4.1.50 2.4.1.66]
K13647,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],"D      K13647  PLODN; procollagen-lysine,2-oxoglutarate 5-dioxygenase, invertebrate [EC:1.14.11.4]"
K11703,acid,B  09105 Amino acid metabolism,C    00310 Lysine degradation [PATH:ko00310],"D      K11703  GLT25D; collagen beta-1,O-galactosyltransferase [EC:2.4.1.50]"
K00613,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K00613  GATM; glycine amidinotransferase [EC:2.1.4.1]
K00542,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K00542  GAMT; guanidinoacetate N-methyltransferase [EC:2.1.1.2]
K00933,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K00933  E2.7.3.2; creatine kinase [EC:2.7.3.2]
K01470,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K01470  E3.5.2.10; creatinine amidohydrolase [EC:3.5.2.10]
K01485,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K01485  codA; cytosine/creatinine deaminase [EC:3.5.4.1 3.5.4.21]
K03365,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K03365  FCY1; cytosine/creatinine deaminase [EC:3.5.4.1 3.5.4.21]
K01473,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K01473  hyuA; N-methylhydantoinase A [EC:3.5.2.14]
K01474,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K01474  hyuB; N-methylhydantoinase B [EC:3.5.2.14]
K08687,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K08687  E3.5.1.59; N-carbamoylsarcosine amidase [EC:3.5.1.59]
K08688,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K08688  E3.5.3.3; creatinase [EC:3.5.3.3]
K01583,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K01583  E4.1.1.19; arginine decarboxylase [EC:4.1.1.19]
K01584,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K01584  adiA; arginine decarboxylase [EC:4.1.1.19]
K01585,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K01585  speA; arginine decarboxylase [EC:4.1.1.19]
K02626,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K02626  pdaD; arginine decarboxylase [EC:4.1.1.19]
K01480,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K01480  speB; agmatinase [EC:3.5.3.11]
K10536,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K10536  aguA; agmatine deiminase [EC:3.5.3.12]
K12251,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K12251  aguB; N-carbamoylputrescine amidase [EC:3.5.1.53]
K14329,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K14329  ACT; agmatine coumaroyltransferase [EC:2.3.1.64 2.3.1.-]
K01581,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],"D      K01581  E4.1.1.17, ODC1, speC, speF; ornithine decarboxylase [EC:4.1.1.17]"
K00797,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],"D      K00797  speE, SRM, SPE3; spermidine synthase [EC:2.5.1.16]"
K24034,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],"D      K24034  SPE3-LYS9; spermidine synthase / saccharopine dehydrogenase (NADP+, L-glutamate-forming) [EC:2.5.1.16 1.5.1.10]"
K00802,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K00802  SMS; spermine synthase [EC:2.5.1.22]
K01611,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],"D      K01611  speD, AMD1; S-adenosylmethionine decarboxylase [EC:4.1.1.50]"
K13746,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K13746  cansdh; carboxynorspermidine synthase [EC:1.5.1.43]
K13747,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K13747  nspC; carboxynorspermidine decarboxylase [EC:4.1.1.96]
K11182,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],"D      K11182  AOC1, ABP1; diamine oxidase [EC:1.4.3.22]"
K09251,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K09251  patA; putrescine aminotransferase [EC:2.6.1.82]
