	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	virsorter_category	auxiliary_score	is_transposon	amg_flags
RP-T1-9_contig.fa_viral_37__full-cat_2_1	final-viral-combined-for-dramv	RP-T1-9_contig.fa_viral_37__full-cat_2	1	3	254	1	E																								0	2	5	False	F
RP-T1-9_contig.fa_viral_37__full-cat_2_2	final-viral-combined-for-dramv	RP-T1-9_contig.fa_viral_37__full-cat_2	2	251	1789	1	D																TraG P-loop domain [PF19044.3]; AAA-like domain [PF12846.10]								0	2	4	False	F
RP-T1-9_contig.fa_viral_37__full-cat_2_3	final-viral-combined-for-dramv	RP-T1-9_contig.fa_viral_37__full-cat_2	3	1803	2549	1	E			YP_009839002.1	YP_009839002.1 tail length tape measure protein [Streptomyces phage Annadreamy]	False	0.514	128.0	7.539e-32																0	1	5	False	F
RP-T1-9_contig.fa_viral_44__lt2gene-cat_1_1	final-viral-combined-for-dramv	RP-T1-9_contig.fa_viral_44__lt2gene-cat_1	1	185	2749	1	D			YP_009788594.1	YP_009788594.1 tail protein [Klebsiella phage K5-2]	False	0.376	66.0	1.665e-09								Pectate lyase superfamily protein [PF12708.10]; SdiA-regulated [PF06977.14]								0	0	5	False	F
RP-T1-9_contig.fa_viral_48__full-cat_2_1	final-viral-combined-for-dramv	RP-T1-9_contig.fa_viral_48__full-cat_2	1	2	964	-1	C	K14059	integrase	YP_001552358.1	YP_001552358.1 integrase [Mycobacterium phage Giles]	False	0.266	123.0	4.358e-29								Phage integrase family [PF00589.25]; Phage integrase, N-terminal SAM-like domain [PF14659.9]					VOG00056	sp|P22877|INTR_SACER Integrase; XhXr	Xr;Xh	0	1	5	False	VF
RP-T1-9_contig.fa_viral_48__full-cat_2_2	final-viral-combined-for-dramv	RP-T1-9_contig.fa_viral_48__full-cat_2	2	1232	1573	1	E																								0	2	4	False	F
RP-T1-9_contig.fa_viral_48__full-cat_2_3	final-viral-combined-for-dramv	RP-T1-9_contig.fa_viral_48__full-cat_2	3	2331	2492	1	E																								0	2	5	False	F
RP-T1-9_contig.fa_viral_49__full-cat_1_1	final-viral-combined-for-dramv	RP-T1-9_contig.fa_viral_49__full-cat_1	1	2	463	1	C	K06904	uncharacterized protein	NP_543091.1	NP_543091.1 major head protein [Enterobacteria phage phiP27]	False	0.36	66.0	1.072e-11	MER1085611	S78	MER1085611 - family S78 unassigned peptidases (Arthrobacter sp. IHBB 11108) [S78.UPW]#S78#{peptidase unit: 19-161}~source A0A0D4C217~	False	0.481	96.0	4.918999999999999e-22	Caudovirus prohead serine protease [PF04586.20]								0	0	5	False	PF
RP-T1-9_contig.fa_viral_49__full-cat_1_2	final-viral-combined-for-dramv	RP-T1-9_contig.fa_viral_49__full-cat_1	2	515	1786	1	D			YP_009290912.1	YP_009290912.1 major head protein [Propionibacterium phage PFR2]	False	0.375	224.0	3.793e-62								Phage capsid family [PF05065.16]					VOG00134	sp|O64210|CAPSD_BPMD2 Probable major capsid protein gp17; Xs	Xs	0	0	2	False	VF
RP-T1-9_contig.fa_viral_49__full-cat_1_3	final-viral-combined-for-dramv	RP-T1-9_contig.fa_viral_49__full-cat_1	3	1859	2386	1	E			YP_009796842.1	YP_009796842.1 head-tail adaptor [Streptomyces phage Rowa]	False	0.257	64.0	9.565e-11													VOG00699	REFSEQ head-tail adaptor; Xu	Xu	0	1	4	False	F
RP-T1-9_contig.fa_viral_49__full-cat_1_4	final-viral-combined-for-dramv	RP-T1-9_contig.fa_viral_49__full-cat_1	4	2383	3111	1	E																								0	2	4	False	F
RP-T1-9_contig.fa_viral_49__full-cat_1_5	final-viral-combined-for-dramv	RP-T1-9_contig.fa_viral_49__full-cat_1	5	3112	3357	1	E																								0	2	4	False	F
RP-T1-9_contig.fa_viral_49__full-cat_1_6	final-viral-combined-for-dramv	RP-T1-9_contig.fa_viral_49__full-cat_1	6	3364	3768	1	E																								0	2	4	False	F
RP-T1-9_contig.fa_viral_49__full-cat_1_7	final-viral-combined-for-dramv	RP-T1-9_contig.fa_viral_49__full-cat_1	7	3769	3999	1	E																								0	2	5	False	F
RP-T1-9_contig.fa_viral_57__full-cat_1_1	final-viral-combined-for-dramv	RP-T1-9_contig.fa_viral_57__full-cat_1	1	1	675	1	D																Contractile injection system tube protein [PF19266.2]								0	1	5	False	F
RP-T1-9_contig.fa_viral_57__full-cat_1_2	final-viral-combined-for-dramv	RP-T1-9_contig.fa_viral_57__full-cat_1	2	662	2464	1	C	K06905	uncharacterized protein														Phage tail baseplate hub (GPD) [PF05954.14]; Type VI secretion system/phage-baseplate injector OB domain [PF04717.15]					VOG00953	sp|P21679|BPD_BP186 Probable baseplate hub protein; XhXs	Xs;Xh	0	0	4	False	VF
RP-T1-9_contig.fa_viral_57__full-cat_1_3	final-viral-combined-for-dramv	RP-T1-9_contig.fa_viral_57__full-cat_1	3	2478	2765	1	D																PAAR motif [PF05488.16]								0	2	5	False	F
RP-T1-9_contig.fa_viral_66__full-cat_2_1	final-viral-combined-for-dramv	RP-T1-9_contig.fa_viral_66__full-cat_2	1	1	561	1	D									MER0132546	S33	MER0132546 - family S33 unassigned peptidases (Geodermatophilus obscurus) [S33.UPW]#S33#{peptidase unit: 5-252}~source GEBA2500697069~	False	0.892	262.0	6.803e-79									0	2	5	False	PF
RP-T1-9_contig.fa_viral_66__full-cat_2_2	final-viral-combined-for-dramv	RP-T1-9_contig.fa_viral_66__full-cat_2	2	450	830	-1	E																								0	2	4	False	F
RP-T1-9_contig.fa_viral_66__full-cat_2_3	final-viral-combined-for-dramv	RP-T1-9_contig.fa_viral_66__full-cat_2	3	1024	2133	-1	C	K14059	integrase	YP_010754358.1	YP_010754358.1 tyrosine integrase [Gordonia phage Finkle]	False	0.371	226.0	1.3910000000000001e-63								Phage integrase family [PF00589.25]					VOG00056	sp|P22877|INTR_SACER Integrase; XhXr	Xr;Xh	0	1	4	False	VF
RP-T1-9_contig.fa_viral_66__full-cat_2_4	final-viral-combined-for-dramv	RP-T1-9_contig.fa_viral_66__full-cat_2	4	2203	2526	-1	E																								0	2	3	False	F
RP-T1-9_contig.fa_viral_66__full-cat_2_5	final-viral-combined-for-dramv	RP-T1-9_contig.fa_viral_66__full-cat_2	5	2538	2801	-1	E																								0	2	3	False	F
RP-T1-9_contig.fa_viral_66__full-cat_2_6	final-viral-combined-for-dramv	RP-T1-9_contig.fa_viral_66__full-cat_2	6	2812	3033	-1	D																Helix-turn-helix domain [PF12728.10]								0	1	4	False	F
RP-T1-9_contig.fa_viral_66__full-cat_2_7	final-viral-combined-for-dramv	RP-T1-9_contig.fa_viral_66__full-cat_2	7	3195	5807	-1	D																AAA domain [PF13604.9]; AAA domain [PF13245.9]; PIF1-like helicase [PF05970.17]					VOG00111	sp|P32270|DDA_BPT4 ATP-dependent DNA helicase dda; XhXr	Xr;Xh	0	2	5	False	VF
RP-T1-9_contig.fa_viral_72__full-cat_1_1	final-viral-combined-for-dramv	RP-T1-9_contig.fa_viral_72__full-cat_1	1	36	1499	-1	D																Putative type VII ESX secretion system translocon, EccE [PF11203.11]								0	2	5	False	F
RP-T1-9_contig.fa_viral_72__full-cat_1_2	final-viral-combined-for-dramv	RP-T1-9_contig.fa_viral_72__full-cat_1	2	1503	2810	-1	E																								0	2	4	False	F
RP-T1-9_contig.fa_viral_72__full-cat_1_3	final-viral-combined-for-dramv	RP-T1-9_contig.fa_viral_72__full-cat_1	3	2839	3156	-1	D																Family of unknown function (DUF6112) [PF19607.2]								0	2	4	False	F
RP-T1-9_contig.fa_viral_72__full-cat_1_4	final-viral-combined-for-dramv	RP-T1-9_contig.fa_viral_72__full-cat_1	4	3216	3959	-1	D																Family of unknown function (DUF6349) [PF19876.2]								0	2	4	False	F
RP-T1-9_contig.fa_viral_72__full-cat_1_5	final-viral-combined-for-dramv	RP-T1-9_contig.fa_viral_72__full-cat_1	5	3956	4246	-1	D																Family of unknown function (DUF6112) [PF19607.2]								0	2	4	False	F
RP-T1-9_contig.fa_viral_72__full-cat_1_6	final-viral-combined-for-dramv	RP-T1-9_contig.fa_viral_72__full-cat_1	6	4302	5387	-1	D			YP_009852843.1	YP_009852843.1 endolysin [Gordonia phage Tanis]	False	0.451	112.0	3.6999999999999996e-25	MER0252099	M23B	MER0252099 - subfamily M23B unassigned peptidases (Microlunatus phosphovorus) [M23.UPB]#M23B#{peptidase unit: 228-379}~source YP_004574180~	False	0.633	189.0	1.259e-50	Peptidase family M23 [PF01551.25]					VOG04362	REFSEQ peptidase; Xu	Xu	0	0	4	False	PF
RP-T1-9_contig.fa_viral_72__full-cat_1_7	final-viral-combined-for-dramv	RP-T1-9_contig.fa_viral_72__full-cat_1	7	5391	6071	-1	E																								0	2	2	False	F
RP-T1-9_contig.fa_viral_72__full-cat_1_8	final-viral-combined-for-dramv	RP-T1-9_contig.fa_viral_72__full-cat_1	8	6096	7082	-1	C	K03497	ParB family transcriptional regulator, chromosome partitioning protein	YP_009223007.1	YP_009223007.1 ParB-like partition nuclease [Vibrio phage eugene 12A10]	False	0.406	76.0	1.964e-13								ParB/Sulfiredoxin domain [PF02195.21]								0	1	4	False	F
RP-T1-9_contig.fa_viral_72__full-cat_1_9	final-viral-combined-for-dramv	RP-T1-9_contig.fa_viral_72__full-cat_1	9	7075	7920	-1	E																								0	2	4	False	F
RP-T1-9_contig.fa_viral_72__full-cat_1_10	final-viral-combined-for-dramv	RP-T1-9_contig.fa_viral_72__full-cat_1	10	7917	8219	-1	E																								0	2	5	False	F
RP-T1-9_contig.fa_viral_83__full-cat_2_1	final-viral-combined-for-dramv	RP-T1-9_contig.fa_viral_83__full-cat_2	1	3	656	1	C	K01868	threonyl-tRNA synthetase [EC:6.1.1.3]														Anticodon binding domain [PF03129.23]; tRNA synthetase class II core domain (G, H, P, S and T) [PF00587.28]					VOG02983	sp|Q8I5R7|SYP_PLAF7 Proline--tRNA ligase; Xh	Xh	0	2	5	False	F
RP-T1-9_contig.fa_viral_83__full-cat_2_2	final-viral-combined-for-dramv	RP-T1-9_contig.fa_viral_83__full-cat_2	2	1126	1449	1	E																								0	1	4	False	F
RP-T1-9_contig.fa_viral_83__full-cat_2_3	final-viral-combined-for-dramv	RP-T1-9_contig.fa_viral_83__full-cat_2	3	1573	1812	1	E																								0	2	4	False	F
RP-T1-9_contig.fa_viral_83__full-cat_2_4	final-viral-combined-for-dramv	RP-T1-9_contig.fa_viral_83__full-cat_2	4	1862	1969	1	E																								0	2	4	False	F
RP-T1-9_contig.fa_viral_83__full-cat_2_5	final-viral-combined-for-dramv	RP-T1-9_contig.fa_viral_83__full-cat_2	5	2411	2599	1	E																								0	2	5	False	F
RP-T1-9_contig.fa_viral_85__full-cat_2_1	final-viral-combined-for-dramv	RP-T1-9_contig.fa_viral_85__full-cat_2	1	191	1909	1	D			YP_009015384.1	YP_009015384.1 DNA helicase [Bacillus phage G]	False	0.285	237.0	9.296e-65								Helicase C-terminal domain [PF13307.9]; Type III restriction enzyme, res subunit [PF04851.18]					VOG04419	sp|Q4JC68|XPD_SULAC ATP-dependent DNA helicase Saci_0192; Xh	Xh	0	1	5	False	F
RP-T1-9_contig.fa_viral_85__full-cat_2_2	final-viral-combined-for-dramv	RP-T1-9_contig.fa_viral_85__full-cat_2	2	1985	2518	1	E																								0	2	5	False	F
RP-T1-9_contig.fa_viral_91__full-cat_1_1	final-viral-combined-for-dramv	RP-T1-9_contig.fa_viral_91__full-cat_1	1	1	162	-1	E																								0	2	5	False	F
RP-T1-9_contig.fa_viral_91__full-cat_1_2	final-viral-combined-for-dramv	RP-T1-9_contig.fa_viral_91__full-cat_1	2	208	2280	-1	C	K16568	exopolysaccharide production protein ExoZ	YP_009815580.1	YP_009815580.1 O-antigen acetylase [Arthrobacter phage Peas]	False	0.294	302.0	4.868e-85								SGNH domain (fused to AT3 domains) [PF19040.3]; Acyltransferase family [PF01757.25]					VOG00121	sp|P21542|CARE_STRTH 4''-mycarosyl isovaleryl-CoA transferase; Xh	Xh	0	0	4	False	F
RP-T1-9_contig.fa_viral_91__full-cat_1_3	final-viral-combined-for-dramv	RP-T1-9_contig.fa_viral_91__full-cat_1	3	2364	2759	-1	E																								0	2	5	False	F
SC-T1-3_contig.fa_provirus_11__full-cat_1_1	final-viral-combined-for-dramv	SC-T1-3_contig.fa_provirus_11__full-cat_1	1	363	1532	-1	C	K14059	integrase	YP_010050972.1	YP_010050972.1 integrase [Gordonia phage Schmidt]	False	0.25	107.0	3.795e-23								Phage integrase family [PF00589.25]; Phage integrase, N-terminal SAM-like domain [PF14659.9]					VOG00056	sp|P22877|INTR_SACER Integrase; XhXr	Xr;Xh	0	1	5	False	VF
SC-T1-3_contig.fa_provirus_11__full-cat_1_2	final-viral-combined-for-dramv	SC-T1-3_contig.fa_provirus_11__full-cat_1	2	1532	1705	-1	E																								0	2	2	False	F
SC-T1-3_contig.fa_provirus_11__full-cat_1_3	final-viral-combined-for-dramv	SC-T1-3_contig.fa_provirus_11__full-cat_1	3	1705	2115	-1	E																								0	2	2	False	F
SC-T1-3_contig.fa_provirus_11__full-cat_1_4	final-viral-combined-for-dramv	SC-T1-3_contig.fa_provirus_11__full-cat_1	4	2112	2543	-1	E																								0	2	2	False	F
SC-T1-3_contig.fa_provirus_11__full-cat_1_5	final-viral-combined-for-dramv	SC-T1-3_contig.fa_provirus_11__full-cat_1	5	2755	3030	-1	E																								0	2	2	False	F
SC-T1-3_contig.fa_provirus_11__full-cat_1_6	final-viral-combined-for-dramv	SC-T1-3_contig.fa_provirus_11__full-cat_1	6	3017	3259	-1	E																								0	2	2	False	F
SC-T1-3_contig.fa_provirus_11__full-cat_1_7	final-viral-combined-for-dramv	SC-T1-3_contig.fa_provirus_11__full-cat_1	7	3256	4995	-1	E			NP_813702.1	NP_813702.1 tail length tape measure protein [Lomovskayavirus BT1]	False	0.185	61.0	3.473e-08																0	2	2	False	F
SC-T1-3_contig.fa_provirus_11__full-cat_1_8	final-viral-combined-for-dramv	SC-T1-3_contig.fa_provirus_11__full-cat_1	8	4992	7247	-1	D									MER0377093	C40	MER0377093 - family C40 non-peptidase homologues (Gordonia amarae) [C40.UNW]#C40#{peptidase unit: 1-89}~source ZP_09216960~	False	0.44	60.0	1.63e-07	NlpC/P60 family [PF00877.22]								0	2	2	False	PF
SC-T1-3_contig.fa_provirus_11__full-cat_1_9	final-viral-combined-for-dramv	SC-T1-3_contig.fa_provirus_11__full-cat_1	9	7247	8143	-1	D			YP_009997440.1	YP_009997440.1 head maturation protease [Ruegeria phage vB_RpoS-V7]	False	0.385	141.0	1.76e-35	MER1069838	S49B	MER1069838 - subfamily S49B unassigned peptidases (Nitrolancea hollandica) [S49.UPB]#S49B#{peptidase unit: 115-294}~source I4EG28~	False	0.589	196.0	5.666999999999998e-54	Peptidase family S49 [PF01343.21]; Clp protease [PF00574.26]					VOG07465	sp|P03711|SCAF_LAMBD Capsid assembly protease C; XhXs	Xs;Xh	0	0	2	False	VPF
SC-T1-3_contig.fa_provirus_11__full-cat_1_10	final-viral-combined-for-dramv	SC-T1-3_contig.fa_provirus_11__full-cat_1	10	8298	8504	-1	E																								0	2	1	False	F
SC-T1-3_contig.fa_provirus_11__full-cat_1_11	final-viral-combined-for-dramv	SC-T1-3_contig.fa_provirus_11__full-cat_1	11	8501	9757	-1	D			YP_007112422.1	YP_007112422.1 major head protein [Enterobacterial phage mEp390]	False	0.289	109.0	1.311e-23								Phage capsid family [PF05065.16]					VOG00134	sp|O64210|CAPSD_BPMD2 Probable major capsid protein gp17; Xs	Xs	0	0	2	False	VF
SC-T1-3_contig.fa_provirus_11__full-cat_1_12	final-viral-combined-for-dramv	SC-T1-3_contig.fa_provirus_11__full-cat_1	12	10113	10520	-1	D																Helix-turn-helix domain [PF12728.10]								0	2	2	False	F
SC-T1-3_contig.fa_provirus_11__full-cat_1_13	final-viral-combined-for-dramv	SC-T1-3_contig.fa_provirus_11__full-cat_1	13	10520	10801	-1	E																								0	2	2	False	F
SC-T1-3_contig.fa_provirus_11__full-cat_1_14	final-viral-combined-for-dramv	SC-T1-3_contig.fa_provirus_11__full-cat_1	14	10877	11089	-1	E																								0	2	2	False	F
SC-T1-3_contig.fa_provirus_11__full-cat_1_15	final-viral-combined-for-dramv	SC-T1-3_contig.fa_provirus_11__full-cat_1	15	11086	11304	-1	E																								0	2	2	False	F
SC-T1-3_contig.fa_provirus_11__full-cat_1_16	final-viral-combined-for-dramv	SC-T1-3_contig.fa_provirus_11__full-cat_1	16	11301	12140	-1	E																								0	1	4	False	F
SC-T1-3_contig.fa_provirus_11__full-cat_1_17	final-viral-combined-for-dramv	SC-T1-3_contig.fa_provirus_11__full-cat_1	17	12137	12259	-1	E																								0	2	5	False	F
SC-T1-3_contig.fa_provirus_12__full-cat_1_1	final-viral-combined-for-dramv	SC-T1-3_contig.fa_provirus_12__full-cat_1	1	1	333	-1	E																								0	2	5	False	F
SC-T1-3_contig.fa_provirus_12__full-cat_1_2	final-viral-combined-for-dramv	SC-T1-3_contig.fa_provirus_12__full-cat_1	2	333	905	-1	E																								0	2	4	False	F
SC-T1-3_contig.fa_provirus_12__full-cat_1_3	final-viral-combined-for-dramv	SC-T1-3_contig.fa_provirus_12__full-cat_1	3	902	1276	-1	E																								0	2	4	False	F
SC-T1-3_contig.fa_provirus_12__full-cat_1_4	final-viral-combined-for-dramv	SC-T1-3_contig.fa_provirus_12__full-cat_1	4	1280	2353	-1	E			YP_009788210.1	YP_009788210.1 major head protein [Streptomyces phage Picard]	False	0.419	263.0	1.682e-76													VOG02257	REFSEQ major head protein; Xu	Xu	0	0	4	False	F
SC-T1-3_contig.fa_provirus_12__full-cat_1_5	final-viral-combined-for-dramv	SC-T1-3_contig.fa_provirus_12__full-cat_1	5	2371	3084	-1	E			YP_009818442.1	YP_009818442.1 hypothetical protein HOU95_gp006 [Streptomyces phage Hiyaa]	False	0.321	78.0	9.787e-15													VOG06903	REFSEQ hypothetical protein; Xu	Xu	0	2	1	False	F
SC-T1-3_contig.fa_provirus_12__full-cat_1_6	final-viral-combined-for-dramv	SC-T1-3_contig.fa_provirus_12__full-cat_1	6	3095	3280	-1	E																								0	1	1	False	F
SC-T1-3_contig.fa_provirus_12__full-cat_1_7	final-viral-combined-for-dramv	SC-T1-3_contig.fa_provirus_12__full-cat_1	7	3293	4420	-1	D			YP_009788207.1	YP_009788207.1 head morphogenesis [Streptomyces phage Picard]	False	0.403	260.0	3.956e-75								Phage minor capsid protein 2 [PF06152.14]								0	0	1	False	F
SC-T1-3_contig.fa_provirus_12__full-cat_1_8	final-viral-combined-for-dramv	SC-T1-3_contig.fa_provirus_12__full-cat_1	8	4424	6160	-1	D			YP_009788262.1	YP_009788262.1 portal protein [Streptomyces phage Raleigh]	True	0.41	369.0	3.125e-109								Phage portal protein, SPP1 Gp6-like [PF05133.17]					VOG00109	sp|Q05220|PORTL_BPML5 Portal protein; XpXrXs	Xs;Xr;Xp	0	0	1	False	VF
SC-T1-3_contig.fa_provirus_12__full-cat_1_9	final-viral-combined-for-dramv	SC-T1-3_contig.fa_provirus_12__full-cat_1	9	6407	6556	-1	E																								0	2	1	False	F
SC-T1-3_contig.fa_provirus_12__full-cat_1_10	final-viral-combined-for-dramv	SC-T1-3_contig.fa_provirus_12__full-cat_1	10	6798	8078	-1	C	K06909	phage terminase large subunit	YP_009818438.1	YP_009818438.1 terminase large subunit [Streptomyces phage Hiyaa]	True	0.621	507.0	3.354e-159								Terminase large subunit, T4likevirus-type, N-terminal [PF03237.18]; Phage terminase large subunit [PF04466.16]; Terminase RNAseH like domain [PF17288.5]					VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	0	2	False	F
SC-T1-3_contig.fa_provirus_12__full-cat_1_11	final-viral-combined-for-dramv	SC-T1-3_contig.fa_provirus_12__full-cat_1	11	8071	8592	-1	E			YP_010756411.1	YP_010756411.1 helix-turn-helix DNA-binding domain protein [Streptomyces phage Cumberbatch]	False	0.408	120.0	3.739e-30													VOG13213	REFSEQ helix-turn-helix domain-containing protein; Xu	Xu	0	1	5	False	F
SC-T1-3_contig.fa_provirus_2__full-cat_2_1	final-viral-combined-for-dramv	SC-T1-3_contig.fa_provirus_2__full-cat_2	1	3	920	1	D			YP_010050681.1	YP_010050681.1 phosphoadenosine phosphosulfate reductase [Mycobacterium phage phiT46-1]	False	0.416	267.0	1.3540000000000002e-78								Phosphoadenosine phosphosulfate reductase family [PF01507.22]					VOG01424	sp|P03766|Y290_LAMBD Uncharacterized nin region protein ORF290; Xu	Xu	0	1	5	False	F
SC-T1-3_contig.fa_provirus_2__full-cat_2_2	final-viral-combined-for-dramv	SC-T1-3_contig.fa_provirus_2__full-cat_2	2	917	1513	1	C	K09125	queuosine precursor transporter	YP_009221497.1	YP_009221497.1 hypothetical protein AWJ26_gp26 (endogenous virus) [Sinorhizobium phage phiLM21]	False	0.381	103.0	8.858e-24								Putative vitamin uptake transporter [PF02592.18]					VOG01051	sp|P37619|QPTR_ECOLI Queuosine precursor transporter; Xh	Xh	0	1	3	False	F
SC-T1-3_contig.fa_provirus_2__full-cat_2_3	final-viral-combined-for-dramv	SC-T1-3_contig.fa_provirus_2__full-cat_2	3	1510	2475	1	E			YP_009952090.1	YP_009952090.1 queuine tRNA-ribosyltransferase [Mycobacterium phage Ekdilam]	False	0.533	265.0	8.921000000000001e-78													VOG08487	REFSEQ queuine tRNA-ribosyltransferase; Xu	Xu	0	1	3	False	F
SC-T1-3_contig.fa_provirus_2__full-cat_2_4	final-viral-combined-for-dramv	SC-T1-3_contig.fa_provirus_2__full-cat_2	4	2472	2777	1	E																								0	2	3	False	F
SC-T1-3_contig.fa_provirus_2__full-cat_2_5	final-viral-combined-for-dramv	SC-T1-3_contig.fa_provirus_2__full-cat_2	5	2793	3389	1	D																Recombinase [PF07508.16]								0	1	5	False	F
SC-T1-3_contig.fa_provirus_3__full-cat_1_1	final-viral-combined-for-dramv	SC-T1-3_contig.fa_provirus_3__full-cat_1	1	1	162	-1	E																								0	2	5	False	F
SC-T1-3_contig.fa_provirus_3__full-cat_1_2	final-viral-combined-for-dramv	SC-T1-3_contig.fa_provirus_3__full-cat_1	2	492	719	1	C	K07733	prophage regulatory protein														Prophage CP4-57 regulatory protein (AlpA) [PF05930.15]; Helix-turn-helix domain [PF12728.10]								0	1	4	False	F
SC-T1-3_contig.fa_provirus_3__full-cat_1_3	final-viral-combined-for-dramv	SC-T1-3_contig.fa_provirus_3__full-cat_1	3	706	957	1	C	K07733	prophage regulatory protein														Prophage CP4-57 regulatory protein (AlpA) [PF05930.15]								0	1	2	False	F
SC-T1-3_contig.fa_provirus_3__full-cat_1_4	final-viral-combined-for-dramv	SC-T1-3_contig.fa_provirus_3__full-cat_1	4	944	1333	1	E																								0	2	2	False	F
SC-T1-3_contig.fa_provirus_3__full-cat_1_5	final-viral-combined-for-dramv	SC-T1-3_contig.fa_provirus_3__full-cat_1	5	1320	6701	1	D			YP_009997548.1	YP_009997548.1 tail length tape measure protein [Achromobacter phage vB_AchrS_AchV4]	False	0.234	517.0	3.716e-147								Tape measure protein [PF20155.2]					VOG03919	REFSEQ tail length tape measure protein; Xu	Xu	0	0	4	False	F
SC-T1-3_contig.fa_provirus_3__full-cat_1_6	final-viral-combined-for-dramv	SC-T1-3_contig.fa_provirus_3__full-cat_1	6	6804	8396	1	E																								0	2	5	False	F
SC-T1-3_contig.fa_viral_100__full-cat_2_1	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_100__full-cat_2	1	3	110	-1	E																								0	2	5	False	F
SC-T1-3_contig.fa_viral_100__full-cat_2_2	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_100__full-cat_2	2	222	683	1	D																Domain of unknown function (DUF4192) [PF13830.9]								0	2	4	False	F
SC-T1-3_contig.fa_viral_100__full-cat_2_3	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_100__full-cat_2	3	815	973	1	E																								0	2	4	False	F
SC-T1-3_contig.fa_viral_100__full-cat_2_4	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_100__full-cat_2	4	1079	1801	1	D			YP_010055764.1	YP_010055764.1 hypothetical protein KGG89_gp24 [Streptomyces phage Alvy]	False	0.356	134.0	7.4290000000000015e-34								Protein of unknown function (DUF2786) [PF10979.11]					VOG00325	sp|Q05292|VG77_BPML5 Gene 77 protein; Xu	Xu	0	1	4	False	F
SC-T1-3_contig.fa_viral_100__full-cat_2_5	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_100__full-cat_2	5	1929	2264	1	D			YP_010754584.1	YP_010754584.1 PAPS reductase-like domain protein [Streptomyces phage Gilgamesh]	False	0.307	60.0	2.021e-10								Phosphoadenosine phosphosulfate reductase family [PF01507.22]								0	1	3	False	F
SC-T1-3_contig.fa_viral_100__full-cat_2_6	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_100__full-cat_2	6	2264	2899	1	D			YP_010754584.1	YP_010754584.1 PAPS reductase-like domain protein [Streptomyces phage Gilgamesh]	False	0.304	91.0	1.482e-19								Phosphoadenosine phosphosulfate reductase family [PF01507.22]								0	1	4	False	F
SC-T1-3_contig.fa_viral_100__full-cat_2_7	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_100__full-cat_2	7	2842	3159	1	E																								0	2	4	False	F
SC-T1-3_contig.fa_viral_100__full-cat_2_8	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_100__full-cat_2	8	3667	4965	1	D																Secretory lipase [PF03583.17]; Prolyl oligopeptidase family [PF00326.24]								0	2	4	False	F
SC-T1-3_contig.fa_viral_100__full-cat_2_9	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_100__full-cat_2	9	5331	5741	1	E																								0	2	4	False	F
SC-T1-3_contig.fa_viral_100__full-cat_2_10	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_100__full-cat_2	10	5866	6351	1	D																Winged helix DNA-binding domain [PF13463.9]								0	2	4	False	F
SC-T1-3_contig.fa_viral_100__full-cat_2_11	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_100__full-cat_2	11	6348	6479	1	E																								0	2	5	False	F
SC-T1-3_contig.fa_viral_103__full-cat_1_1	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_103__full-cat_1	1	2	766	-1	E			YP_010103718.1	YP_010103718.1 tail length tape measure protein [Gordonia phage JuJu]	False	0.557	119.0	2.111e-28																0	0	5	False	F
SC-T1-3_contig.fa_viral_103__full-cat_1_2	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_103__full-cat_1	2	1688	1810	1	E																								0	2	2	False	F
SC-T1-3_contig.fa_viral_103__full-cat_1_3	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_103__full-cat_1	3	1817	2392	1	E			YP_009303349.1	YP_009303349.1 hypothetical protein BJD77_gp066 [Arthrobacter phage Kitkat]	False	0.316	93.0	1.694e-20																0	1	4	False	F
SC-T1-3_contig.fa_viral_103__full-cat_1_4	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_103__full-cat_1	4	2540	2716	1	E																								0	2	4	False	F
SC-T1-3_contig.fa_viral_103__full-cat_1_5	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_103__full-cat_1	5	2889	3098	1	E																								0	2	4	False	F
